time	x	y	z
33.275	2.515989697	-1.720315133	-0.648337229
33.2775	1.642621422	-0.858507707	-1.324454114
33.28	0.359692951	0.09533968	-2.557736997
33.2825	-0.919090303	0.805213752	-3.930519686
33.285	-1.795841935	1.107188763	-5.028630254
33.2875	-2.04618811	1.129877334	-5.595278381
33.29	-1.701143674	1.186241954	-5.614883021
33.2925	-1.010553118	1.510409902	-5.289478228
33.295	-0.303954462	2.041488101	-4.909529749
33.2975	0.178738963	2.430809595	-4.676149234
33.3	0.394757602	2.283409642	-4.57213111
33.3025	0.485772574	1.462717337	-4.368044635
33.305	0.657281229	0.229631648	-3.776265987
33.3075	1.027814636	-0.897577182	-2.667576421
33.31	1.543091779	-1.470973638	-1.209397865
33.3125	2.007075855	-1.394783463	0.180487564
33.315	2.205810031	-0.957901948	1.056660814
33.3175	2.040865849	-0.595822129	1.214362914
33.32	1.586599286	-0.559479373	0.828634239
33.3225	1.039812492	-0.73565551	0.363342664
33.325	0.602564441	-0.749385271	0.296964786
33.3275	0.378614179	-0.268366248	0.834839336
33.33	0.346465409	0.719737217	1.789414782
33.3325	0.413353117	1.863842495	2.700219021
33.335	0.498733811	2.671363655	3.108275474
33.3375	0.582521322	2.831511322	2.804641277
33.34	0.688578944	2.404973598	1.903309958
33.3425	0.827099121	1.748147351	0.717555362
33.345	0.94907995	1.237480499	-0.448722049
33.3475	0.95206376	1.002155533	-1.440939672
33.35	0.732825752	0.858233736	-2.243261922
33.3525	0.245786049	0.481936982	-2.859974784
33.355	-0.475611002	-0.316372456	-3.211574516
33.3575	-1.344481643	-1.421960235	-3.145323368
33.36	-2.264523068	-2.466657527	-2.556189216
33.3625	-3.152245414	-3.051658305	-1.514589602
33.365	-3.920853614	-2.974918672	-0.282086505
33.3675	-4.447851293	-2.310335865	0.820682815
33.37	-4.569615478	-1.311193518	1.611003399
33.3725	-4.130239007	-0.241698276	2.161163227
33.375	-3.069589165	0.72369719	2.736259565
33.3775	-1.498633357	1.474179862	3.577738128
33.38	0.292773502	1.873669727	4.67336855
33.3825	1.914988954	1.7316532	5.67767926
33.385	3.013870438	0.900725858	6.057770004
33.3875	3.399295879	-0.555457212	5.39474487
33.39	3.107987657	-2.267291857	3.665414482
33.3925	2.376079626	-3.652176642	1.331193666
33.395	1.538357976	-4.178311701	-0.831291221
33.3975	0.89816181	-3.646450058	-2.077070218
33.4	0.616924337	-2.303728875	-2.037446599
33.4025	0.660780774	-0.70577015	-0.885292841
33.405	0.822588339	0.588757997	0.75922132
33.4075	0.815476724	1.294975325	2.128936211
33.41	0.408866217	1.480087499	2.662042805
33.4125	-0.445467414	1.417175702	2.233847699
33.415	-1.55795884	1.343243068	1.162324835
33.4175	-2.555946556	1.303333801	-0.002612928
33.42	-3.037755964	1.180329017	-0.789004258
33.4225	-2.759009511	0.86018459	-1.048056882
33.425	-1.756196431	0.381536568	-1.00748888
33.4275	-0.337872678	-0.058103892	-1.10870166
33.43	1.055443625	-0.243833501	-1.721136535
33.4325	2.046816801	-0.11347912	-2.896101576
33.435	2.467203198	0.187413529	-4.301712251
33.4375	2.37651786	0.416657703	-5.378333404
33.44	1.967748612	0.427711684	-5.627032453
33.4425	1.430051895	0.288827813	-4.866792612
33.445	0.861558919	0.228417376	-3.317255877
33.4475	0.275701073	0.443365987	-1.470768481
33.45	-0.326973092	0.919996719	0.157677817
33.4525	-0.892769656	1.41465405	1.250532995
33.455	-1.311269808	1.620910187	1.761200287
33.4575	-1.473744995	1.403191994	1.829715849
33.46	-1.340704093	0.916766803	1.630613518
33.4625	-0.959564963	0.512385891	1.271159054
33.465	-0.417349301	0.484889155	0.799125071
33.4675	0.229737188	0.848017248	0.283205558
33.47	0.985559996	1.306681317	-0.129513375
33.4725	1.870013234	1.456587227	-0.252528737
33.475	2.832127333	1.072258877	0.015254208
33.4775	3.693845649	0.274365273	0.570085362
33.48	4.185024595	-0.549069904	1.093998442
33.4825	4.066544252	-1.014479818	1.192611605
33.485	3.269993335	-1.012065071	0.61536611
33.4875	1.960863316	-0.776467377	-0.571387572
33.49	0.475873744	-0.706033182	-1.969702885
33.4925	-0.83486221	-1.061500645	-3.015032049
33.495	-1.768356355	-1.763642553	-3.238049773
33.4975	-2.337942725	-2.437564306	-2.486315782
33.5	-2.716050048	-2.671879673	-0.993147002
33.5025	-3.093549523	-2.305156064	0.736830964
33.505	-3.544444561	-1.533447012	2.165180967
33.5075	-3.973046887	-0.764638204	2.965006245
33.51	-4.165449254	-0.329914576	3.16078445
33.5125	-3.906842123	-0.264404123	3.1000257
33.515	-3.097725902	-0.314768183	3.267199264
33.5175	-1.81456372	-0.162149945	4.019809014
33.52	-0.295745201	0.309665149	5.368603339
33.5225	1.132543906	0.902010804	6.916193478
33.525	2.158573565	1.229608796	8.004782341
33.5275	2.582466752	0.996651318	8.023043806
33.53	2.380896801	0.219914506	6.72906863
33.5325	1.716811648	-0.761573844	4.417008078
33.535	0.883535264	-1.495037876	1.820708685
33.5375	0.195023338	-1.689886201	-0.214439529
33.54	-0.138826543	-1.367721414	-1.125623057
33.5425	-0.096536628	-0.792589339	-0.880617231
33.545	0.155515585	-0.250509402	0.054153273
33.5475	0.35364137	0.148115036	0.996859104
33.55	0.274085275	0.498249541	1.410184603
33.5525	-0.153428529	0.954042461	1.128577069
33.555	-0.813735748	1.536784644	0.340368405
33.5575	-1.467831841	2.060891168	-0.625629752
33.56	-1.868843158	2.246838945	-1.541897224
33.5625	-1.868504519	1.939489289	-2.389183675
33.565	-1.464552864	1.260159387	-3.279861452
33.5675	-0.778929153	0.562661437	-4.284731102
33.57	0.006433802	0.208233918	-5.310135834
33.5725	0.716665273	0.314567485	-6.118642631
33.575	1.227636464	0.663039981	-6.468689216
33.5775	1.482950714	0.840937744	-6.260548824
33.58	1.494100216	0.527695863	-5.581719526
33.5825	1.331205904	-0.272561314	-4.631516048
33.585	1.102871727	-1.21677901	-3.598090874
33.5875	0.921607081	-1.840138512	-2.586447764
33.59	0.861133598	-1.856192574	-1.63843072
33.5925	0.924790142	-1.334536586	-0.79924299
33.595	1.045869417	-0.637173061	-0.146095112
33.5975	1.125113891	-0.162379266	0.2631945
33.6	1.086895237	-0.075064465	0.479029199
33.6025	0.921447393	-0.205826872	0.693207556
33.605	0.687828179	-0.179841823	1.155645082
33.6075	0.477366216	0.319918145	2.008786884
33.61	0.362833895	1.334050233	3.154245557
33.6125	0.365620557	2.589781292	4.260557772
33.615	0.457804133	3.653783598	4.925904162
33.6175	0.591063566	4.161582394	4.895448364
33.62	0.727691295	3.977784791	4.188909925
33.6225	0.852094458	3.208118957	3.057711453
33.625	0.959494346	2.091477046	1.816055595
33.6275	1.035638727	0.867640935	0.678431865
33.63	1.044807858	-0.296222773	-0.281650838
33.6325	0.933599983	-1.30459096	-1.044621046
33.635	0.645232293	-2.102856316	-1.532253694
33.6375	0.134790561	-2.667702741	-1.592214809
33.64	-0.617651495	-3.025290025	-1.112946674
33.6425	-1.591218161	-3.257534244	-0.176269329
33.645	-2.702846371	-3.456247352	0.89966409
33.6475	-3.790153245	-3.634602069	1.703755703
33.65	-4.620400385	-3.661937212	1.988971102
33.6525	-4.94376892	-3.296419373	1.85874833
33.655	-4.585286286	-2.330752819	1.722693453
33.6575	-3.538177437	-0.776363148	2.017767367
33.66	-2.00544964	1.039029089	2.870203854
33.6625	-0.352850887	2.550777853	3.939747274
33.665	1.019457879	3.19740971	4.579913464
33.6675	1.831539136	2.697040856	4.233366805
33.67	2.028986819	1.202508289	2.810665929
33.6725	1.784873668	-0.755100737	0.797841632
33.675	1.397618067	-2.500331306	-0.988574279
33.6775	1.138435715	-3.491876264	-1.849284476
33.68	1.126074345	-3.502883802	-1.57271398
33.6825	1.288205696	-2.636962376	-0.506457892
33.685	1.420986424	-1.217296168	0.690784031
33.6875	1.308902143	0.356529979	1.435863903
33.69	0.841978016	1.70895682	1.498330202
33.6925	0.076379724	2.537067195	1.02140349
33.695	-0.783117639	2.647952503	0.324508656
33.6975	-1.463941886	2.016829662	-0.341986455
33.7	-1.731197441	0.843902756	-0.920868375
33.7025	-1.474990102	-0.456180062	-1.498966047
33.705	-0.749402255	-1.381734811	-2.164939633
33.7075	0.246841161	-1.560190291	-2.903053721
33.71	1.237823981	-0.942329447	-3.595385649
33.7125	1.960486148	0.153275545	-4.103221873
33.715	2.245163182	1.197308123	-4.339706517
33.7175	2.058881421	1.733052243	-4.272325557
33.72	1.498371614	1.620238233	-3.872616925
33.7225	0.739812235	1.088200237	-3.086192526
33.725	-0.030521146	0.565262572	-1.877295149
33.7275	-0.674265504	0.39670035	-0.324936031
33.73	-1.125536788	0.636079519	1.318234282
33.7325	-1.378658398	1.042932568	2.683215228
33.735	-1.454038084	1.278340662	3.451439931
33.7375	-1.365872304	1.155778238	3.529360943
33.74	-1.110474116	0.770649569	3.104017272
33.7425	-0.679361671	0.421163218	2.527019291
33.745	-0.085726122	0.381353471	2.098112881
33.7475	0.614294548	0.689825859	1.896874361
33.75	1.319883293	1.105043863	1.779354602
33.7525	1.906590985	1.260231009	1.535387698
33.755	2.261737923	0.912205497	1.081373226
33.7575	2.319031327	0.115485138	0.537064817
33.76	2.07877073	-0.794336492	0.126660916
33.7625	1.607283249	-1.395009138	-0.014430287
33.765	1.016648387	-1.421804091	0.033630332
33.7675	0.430895384	-0.90893302	0.027813957
33.77	-0.052353136	-0.151502515	-0.234923476
33.7725	-0.39491567	0.470650904	-0.722556803
33.775	-0.635248147	0.687035493	-1.147858458
33.7775	-0.879274524	0.436662203	-1.163366708
33.78	-1.259208242	-0.15950125	-0.639833277
33.7825	-1.866429011	-0.901944127	0.187537452
33.785	-2.680423652	-1.606449523	0.842302886
33.7875	-3.529122065	-2.136693451	0.941142306
33.79	-4.114542856	-2.388525664	0.509204571
33.7925	-4.114247007	-2.27934065	0.031614518
33.795	-3.329649868	-1.781408793	0.164831532
33.7975	-1.81612435	-0.984182451	1.274209263
33.8	0.079256002	-0.125853625	3.108988192
33.8025	1.814489532	0.461066855	4.859968129
33.805	2.860984912	0.490273819	5.600158128
33.8075	2.934357661	-0.119460489	4.847303045
33.81	2.132041746	-1.163724902	2.890369899
33.8125	0.897584164	-2.211739513	0.661516042
33.815	-0.183093199	-2.788321694	-0.776956228
33.8175	-0.656829545	-2.588725214	-0.815960654
33.82	-0.409474044	-1.616087963	0.399847921
33.8225	0.303648365	-0.174933619	2.118343108
33.825	1.015453843	1.268046341	3.450599324
33.8275	1.302642186	2.279939562	3.852472398
33.83	0.998089707	2.62117874	3.328477185
33.8325	0.250455269	2.307448934	2.2772082
33.835	-0.586585716	1.566688285	1.136597424
33.8375	-1.157261756	0.727915175	0.095525055
33.84	-1.277358693	0.094510715	-0.945463526
33.8425	-0.989251032	-0.153980295	-2.179982765
33.845	-0.489677261	-0.006489419	-3.647326779
33.8475	0.003796985	0.395074932	-5.126280272
33.85	0.358167004	0.823277686	-6.242319682
33.8525	0.548434965	1.061557333	-6.695971332
33.855	0.609243754	0.993199693	-6.440045046
33.8575	0.570015256	0.644334079	-5.686708337
33.86	0.427863981	0.159806487	-4.759311525
33.8625	0.172670441	-0.276095149	-3.910474577
33.865	-0.166328882	-0.530811386	-3.23231523
33.8675	-0.499384434	-0.575719881	-2.696542536
33.87	-0.704962281	-0.473626358	-2.259288157
33.8725	-0.691688541	-0.318583625	-1.929382644
33.875	-0.449718274	-0.175330131	-1.749224413
33.8775	-0.054574814	-0.060545473	-1.72288118
33.88	0.379498288	0.029333293	-1.771322541
33.8825	0.764511287	0.079601211	-1.76442709
33.885	1.078560382	0.053570421	-1.605194368
33.8875	1.357088105	-0.063014575	-1.291097947
33.89	1.647248629	-0.205736001	-0.896282804
33.8925	1.960468071	-0.224165154	-0.490574809
33.895	2.255464086	0.043195419	-0.071871529
33.8975	2.459602736	0.643702471	0.418524739
33.9	2.508770023	1.422296252	1.000869181
33.9025	2.37559843	2.052795301	1.564047788
33.905	2.068450004	2.198190192	1.870911833
33.9075	1.606689327	1.713326117	1.687517615
33.91	0.99459666	0.756263338	0.957980014
33.9125	0.215767156	-0.280395842	-0.105916037
33.915	-0.746092154	-0.990429474	-1.102825096
33.9175	-1.872263334	-1.189294827	-1.650444551
33.92	-3.080311948	-1.004904256	-1.585550016
33.9225	-4.217657817	-0.756494277	-1.014047724
33.925	-5.082781182	-0.701391991	-0.176614958
33.9275	-5.469569752	-0.829103101	0.765081659
33.93	-5.225059841	-0.857886154	1.850505839
33.9325	-4.308009538	-0.450074786	3.242043299
33.935	-2.831374771	0.497025979	4.990047402
33.9375	-1.067283875	1.693303629	6.816313993
33.94	0.603831412	2.559438061	8.101232681
33.9425	1.800807578	2.544667427	8.133630137
33.945	2.277319779	1.461323724	6.502260609
33.9475	2.029708045	-0.379463564	3.396309215
33.95	1.317739912	-2.3186816	-0.381099386
33.9525	0.569860429	-3.688892552	-3.718432987
33.955	0.199963408	-4.129079656	-5.667045244
33.9575	0.415358114	-3.693502182	-5.832540695
33.96	1.112431836	-2.722195915	-4.493251679
33.9625	1.920351427	-1.596377799	-2.410513458
33.965	2.378782039	-0.554917083	-0.456584893
33.9675	2.163378757	0.328804362	0.739749272
33.97	1.244126214	1.047027225	0.970863966
33.9725	-0.103917372	1.55931273	0.407601835
33.975	-1.437558453	1.794430446	-0.592314306
33.9775	-2.350860009	1.742900062	-1.697595503
33.98	-2.637769601	1.536111553	-2.730892206
33.9825	-2.333909221	1.409858736	-3.670587015
33.985	-1.635811381	1.54903511	-4.558920352
33.9875	-0.766420014	1.924143979	-5.390632972
33.99	0.123331339	2.260004411	-6.05540255
33.9925	0.965295314	2.189062151	-6.368959428
33.995	1.714394118	1.499751987	-6.173393818
33.9975	2.285337323	0.30584917	-5.444462909
34	2.549655771	-0.991782843	-4.334889378
34.0025	2.405070405	-1.932523767	-3.117194615
34.005	1.867084367	-2.25539356	-2.051938207
34.0075	1.107140028	-2.01100649	-1.259705478
34.01	0.393601344	-1.460037576	-0.681168109
34.0125	-0.040048186	-0.853895664	-0.157351018
34.015	-0.119142881	-0.276487413	0.419640812
34.0175	0.039383189	0.334688675	0.991616843
34.02	0.212325677	1.025592944	1.347127762
34.0225	0.222084204	1.681852527	1.269991065
34.025	0.056740812	2.052046401	0.730263862
34.0275	-0.121742727	1.94215391	-0.020920672
34.03	-0.088723259	1.425286747	-0.541657288
34.0325	0.284077311	0.870950561	-0.443502416
34.035	0.925628868	0.723971418	0.353620329
34.0375	1.5866214	1.166621699	1.523312571
34.04	1.972185909	1.918024873	2.471734158
34.0425	1.903149333	2.354603933	2.647737775
34.045	1.406607247	1.90991562	1.846910525
34.0475	0.684009329	0.493367907	0.330661868
34.05	-0.016950717	-1.375361732	-1.308615127
34.0525	-0.543235151	-2.8396354	-2.454730353
34.055	-0.904819607	-3.226919491	-2.768814313
34.0575	-1.235687418	-2.473575208	-2.319606725
34.06	-1.680684884	-1.16330183	-1.487571404
34.0625	-2.283229172	-0.148845325	-0.718905762
34.065	-2.94128459	-0.010444315	-0.279834696
34.0675	-3.452648764	-0.711142168	-0.142934476
34.07	-3.616876671	-1.665565596	-0.047960522
34.0725	-3.332676267	-2.152420673	0.319397725
34.075	-2.639415301	-1.776545207	1.140343073
34.0775	-1.688521256	-0.677570521	2.363445867
34.08	-0.670215678	0.618976556	3.728858728
34.0825	0.259127848	1.561731481	4.885487781
34.085	1.012053176	1.87747933	5.53147911
34.0875	1.558323878	1.633726107	5.511258106
34.09	1.886381692	1.076588836	4.83755674
34.0925	1.972024277	0.419002307	3.651400701
34.095	1.780581845	-0.245958513	2.161954271
34.0975	1.303611418	-0.871446067	0.606311803
34.1	0.604136512	-1.338640078	-0.760163397
34.1025	-0.167076114	-1.443817671	-1.669237869
34.105	-0.80880547	-1.033608498	-1.882567294
34.1075	-1.151796352	-0.18038007	-1.289333883
34.11	-1.144073297	0.771131697	-0.022362198
34.1125	-0.885125214	1.36734018	1.490249488
34.115	-0.577596032	1.330306777	2.615629323
34.1175	-0.413528168	0.759542609	2.755265995
34.12	-0.457359616	0.087736399	1.636637159
34.1225	-0.598780304	-0.200207551	-0.504217732
34.125	-0.612900964	0.101861061	-2.98057581
34.1275	-0.300302294	0.772036022	-4.958338534
34.13	0.374495269	1.300487582	-5.857121814
34.1325	1.233628117	1.224855321	-5.624666233
34.135	1.962915136	0.433514864	-4.720804696
34.1375	2.27560761	-0.761553391	-3.818113719
34.14	2.067729893	-1.816477227	-3.401356866
34.1425	1.472667181	-2.271425623	-3.510303183
34.145	0.783432431	-1.986585678	-3.775177171
34.1475	0.291098264	-1.171399945	-3.703074429
34.15	0.136068249	-0.227257579	-3.01556344
34.1525	0.256123731	0.471066313	-1.818187349
34.155	0.452167318	0.728849834	-0.509341354
34.1575	0.521852718	0.5703444	0.484481905
34.16	0.377879768	0.191795955	0.954590018
34.1625	0.08772929	-0.121181241	0.980201253
34.165	-0.174334562	-0.08948245	0.805463017
34.1675	-0.222041749	0.449183497	0.640994698
34.17	0.058062927	1.433326653	0.541309852
34.1725	0.667759693	2.535319138	0.428864436
34.175	1.505267199	3.253582475	0.213698054
34.1775	2.398181667	3.143149451	-0.106922809
34.18	3.140280124	2.078624684	-0.447901462
34.1825	3.526995155	0.378876704	-0.717632413
34.185	3.395092496	-1.32272491	-0.892884692
34.1875	2.667782566	-2.41789852	-1.011688983
34.19	1.391961181	-2.668761565	-1.090704677
34.1925	-0.2548539	-2.324013338	-1.049878464
34.195	-2.001989184	-1.912642709	-0.728516898
34.1975	-3.559224692	-1.847673496	0.000324447
34.2	-4.697461165	-2.118574329	1.101178765
34.2025	-5.302026838	-2.299828186	2.343568809
34.205	-5.378908474	-1.879788687	3.409868051
34.2075	-5.019193363	-0.676453038	4.079296502
34.21	-4.345517853	0.966305471	4.358658992
34.2125	-3.467515639	2.355649143	4.46243232
34.215	-2.462947634	2.882613195	4.651697549
34.2175	-1.385502133	2.404778769	5.042332599
34.22	-0.28812328	1.308214556	5.5128278
34.2225	0.754144319	0.213568787	5.76897877
34.225	1.637079771	-0.449479389	5.515449898
34.2275	2.245011048	-0.686091116	4.622386849
34.23	2.490718542	-0.831561781	3.195822755
34.2325	2.360511712	-1.199746728	1.534563954
34.235	1.937300598	-1.771443599	0.020658187
34.2375	1.378610745	-2.171980262	-0.997740522
34.24	0.849021867	-1.958573877	-1.302645457
34.2425	0.437884324	-0.994956696	-0.880076
34.245	0.112749627	0.380396353	0.03822826
34.2475	-0.252437968	1.532359639	1.002794824
34.25	-0.778336975	1.934100117	1.48225415
34.2525	-1.464682585	1.510649356	1.089216628
34.255	-2.135048072	0.678400205	-0.205236279
34.2575	-2.491703189	0.058925171	-2.008432591
34.26	-2.264465358	0.074285067	-3.672953788
34.2625	-1.373435652	0.700683066	-4.629459869
34.265	-0.007121419	1.527563015	-4.693253376
34.2675	1.438243884	2.048286025	-4.14322296
34.27	2.53058474	1.962322785	-3.508458673
34.2725	2.990988256	1.294789687	-3.196534197
34.275	2.797849126	0.297578035	-3.215615915
34.2775	2.15847458	-0.745932685	-3.185976576
34.28	1.37969086	-1.650581479	-2.635324042
34.2825	0.721203439	-2.322856903	-1.368233347
34.285	0.309780943	-2.678535499	0.35528191
34.2875	0.140439349	-2.602886695	1.959716354
34.29	0.134494297	-2.015192223	2.910890048
34.2925	0.20193687	-0.986181998	3.035548702
34.295	0.274924923	0.209984412	2.58645076
34.2975	0.31554719	1.187527578	2.030176272
34.3	0.320139562	1.648110719	1.735398007
34.3025	0.330423726	1.556180944	1.79378874
34.305	0.435625047	1.163716406	2.079046501
34.3075	0.740035862	0.859197183	2.449755495
34.31	1.292814755	0.936825451	2.892965247
34.3125	2.016415534	1.432249984	3.47429184
34.315	2.691153074	2.118413789	4.1465644
34.3175	3.0299073	2.645601497	4.613384988
34.32	2.817606529	2.725323463	4.418772332
34.3225	2.036285882	2.251977735	3.249727161
34.325	0.891760817	1.317275564	1.2401565
34.3275	-0.286731956	0.142767578	-0.979986365
34.33	-1.220510568	-1.013871601	-2.583433582
34.3325	-1.823235393	-1.938715681	-3.026521008
34.335	-2.22070806	-2.51604064	-2.388556837
34.3375	-2.635631607	-2.754535859	-1.319486266
34.34	-3.211553677	-2.772855263	-0.610364924
34.3425	-3.889108964	-2.732050649	-0.669056285
34.345	-4.413051288	-2.731812034	-1.258884224
34.3475	-4.465851157	-2.730058507	-1.680904144
34.35	-3.846832221	-2.556846756	-1.274508065
34.3525	-2.593061568	-2.04330919	0.10604211
34.355	-0.979101114	-1.196242696	1.958631304
34.3575	0.595394836	-0.288810672	3.423768267
34.36	1.764869263	0.231521436	3.796488311
34.3625	2.326231646	-0.000976007	2.927471925
34.365	2.287985558	-0.999350866	1.279366723
34.3675	1.835904386	-2.328390676	-0.356100336
34.37	1.243151943	-3.280111762	-1.2705734
34.3725	0.763266052	-3.241154811	-1.133352811
34.375	0.540475927	-2.036579268	-0.044063964
34.3775	0.564061418	-0.036812205	1.607216518
34.38	0.683659446	2.039235749	3.330983153
34.3825	0.685635254	3.501660375	4.672150137
34.385	0.405122322	4.019634692	5.276126061
34.3875	-0.176097941	3.722419971	4.939323331
34.39	-0.899811228	3.046469648	3.674406877
34.3925	-1.495158959	2.456419056	1.75126806
34.395	-1.710781235	2.215942988	-0.359285698
34.3975	-1.446501749	2.315000753	-2.161772654
34.4	-0.809090053	2.543016326	-3.354132915
34.4025	-0.057079583	2.622982966	-3.948689502
34.405	0.534997593	2.327781021	-4.202222292
34.4075	0.81458702	1.553545074	-4.392142165
34.41	0.812869966	0.362090031	-4.59541897
34.4125	0.699811864	-1.006124882	-4.636083011
34.415	0.667423781	-2.177805959	-4.247017545
34.4175	0.816346903	-2.777524626	-3.327576869
34.42	1.11122848	-2.611850086	-2.096868503
34.4225	1.421531446	-1.806117589	-1.011370439
34.425	1.611060109	-0.783369931	-0.488829128
34.4275	1.615070367	-0.058413312	-0.630541116
34.43	1.461325506	0.049161407	-1.145457029
34.4325	1.233755887	-0.398637321	-1.53826729
34.435	1.013066454	-1.005084309	-1.433042267
34.4375	0.83600144	-1.297312007	-0.805736325
34.44	0.694108185	-1.024059433	0.034293875
34.4425	0.562121156	-0.289866932	0.69035464
34.445	0.427891615	0.556768074	0.965240537
34.4475	0.300642194	1.182013189	0.979146049
34.45	0.194836065	1.469539292	1.040572615
34.4525	0.106119401	1.521479894	1.378393491
34.455	0.000734539	1.482580132	1.944680786
34.4575	-0.171437367	1.358358506	2.439897632
34.46	-0.44808278	0.997803482	2.541386773
34.4625	-0.829085864	0.263158466	2.161902174
34.465	-1.271397353	-0.763336454	1.542371655
34.4675	-1.707469607	-1.734630761	1.106719114
34.47	-2.074868344	-2.22977957	1.183379045
34.4725	-2.337359305	-2.051601945	1.796234891
34.475	-2.483972796	-1.391201722	2.674393772
34.4775	-2.508329489	-0.7038226	3.466816306
34.48	-2.385984986	-0.366455051	3.9960696
34.4825	-2.072180261	-0.377953983	4.357373132
34.485	-1.530567456	-0.355075831	4.78590691
34.4875	-0.780638481	0.139471118	5.391084521
34.49	0.06756159	1.169306681	5.962277382
34.4925	0.824048381	2.236900038	6.008931768
34.495	1.28521109	2.523739752	5.036568608
34.4975	1.330293853	1.432816187	2.890756204
34.5	0.99555704	-0.933821279	-0.057088108
34.5025	0.476534906	-3.713291253	-3.014547123
34.505	0.044475345	-5.712074198	-5.115229275
34.5075	-0.086832334	-6.064577348	-5.811648239
34.51	0.12663043	-4.697834001	-5.097112686
34.5125	0.531862698	-2.315183067	-3.452707307
34.515	0.854739853	0.061006738	-1.580727971
34.5175	0.838919986	1.663965241	-0.095084085
34.52	0.373122796	2.307411974	0.66924113
34.5225	-0.457671673	2.302855213	0.668836887
34.525	-1.414452236	2.103337575	0.044672854
34.5275	-2.205148125	1.967812197	-0.995158242
34.53	-2.586001162	1.870262826	-2.228764319
34.5325	-2.420354598	1.65739449	-3.415724919
34.535	-1.689665204	1.271538459	-4.295065754
34.5375	-0.480942893	0.838392106	-4.636191182
34.54	1.024920254	0.562436555	-4.332821675
34.5425	2.563133206	0.54332546	-3.475265004
34.545	3.815094562	0.683489943	-2.335172521
34.5475	4.478243725	0.766064487	-1.252291648
34.55	4.366127545	0.632626256	-0.482067255
34.5525	3.494979141	0.310971348	-0.093064829
34.555	2.10345611	-0.005774178	0.028960515
34.5575	0.579999842	-0.099828145	0.082967678
34.56	-0.677137295	0.130259632	0.228678135
34.5625	-1.401784135	0.629888252	0.509544478
34.565	-1.53605055	1.252531268	0.852908724
34.5675	-1.210829408	1.845645082	1.125861531
34.57	-0.653215332	2.28088442	1.202722013
34.5725	-0.07779145	2.431894996	1.014496632
34.575	0.383921466	2.17313133	0.578027631
34.5775	0.694327011	1.456581678	0.012204853
34.58	0.87657724	0.428383873	-0.46717471
34.5825	0.971039845	-0.534853574	-0.599568718
34.585	1.007422957	-0.966743595	-0.191307729
34.5875	0.99810775	-0.591926887	0.749177446
34.59	0.942928573	0.432294579	1.935939909
34.5925	0.834601934	1.515083557	2.870425354
34.595	0.662140441	1.93007041	3.054802706
34.5975	0.416038928	1.251489626	2.257318357
34.6	0.097063575	-0.359638031	0.67195304
34.6025	-0.276765744	-2.230897976	-1.145497478
34.605	-0.672732076	-3.585007687	-2.550802832
34.6075	-1.056517919	-4.00996863	-3.139735107
34.61	-1.406823701	-3.672200876	-2.929807194
34.6125	-1.718348223	-3.130245256	-2.281887816
34.615	-1.987893093	-2.890065133	-1.61952351
34.6175	-2.193700906	-3.024917689	-1.140723561
34.62	-2.28705098	-3.130108	-0.720041414
34.6225	-2.209005593	-2.636942149	-0.062319269
34.625	-1.926775866	-1.253959274	1.010525302
34.6275	-1.466925087	0.777363142	2.352605014
34.63	-0.920792422	2.781418413	3.520559525
34.6325	-0.41408663	4.018415166	4.017796731
34.635	-0.055537649	4.069347296	3.586980057
34.6375	0.10734104	3.001194922	2.354266825
34.64	0.102661031	1.255447472	0.742379103
34.6425	0.014836424	-0.610160272	-0.765540238
34.645	-0.054281803	-2.137473294	-1.837898779
34.6475	-0.024070136	-3.040984905	-2.354482466
34.65	0.138608836	-3.177735746	-2.323011974
34.6525	0.407759341	-2.521372253	-1.77376462
34.655	0.700535059	-1.196830265	-0.75083256
34.6575	0.89609073	0.473568199	0.591684468
34.66	0.875003552	2.013040952	1.90070178
34.6625	0.574670284	2.963872186	2.676666866
34.665	0.039331698	3.111679706	2.496677756
34.6675	-0.56727047	2.606211177	1.283875941
34.67	-1.008730824	1.87237892	-0.57552954
34.6725	-1.073365891	1.3490025	-2.388523102
34.675	-0.678214592	1.222522164	-3.520427976
34.6775	0.078123877	1.334283193	-3.745947509
34.68	0.949867883	1.319946003	-3.353770388
34.6825	1.653835125	0.877889098	-2.929577507
34.685	1.998017449	-0.019663974	-2.959496633
34.6875	1.959891283	-1.106469299	-3.51785054
34.69	1.674671636	-1.986072898	-4.242295847
34.6925	1.346231095	-2.353222598	-4.599892771
34.695	1.135945609	-2.130345131	-4.251439527
34.6975	1.091733362	-1.459458686	-3.266417751
34.7	1.14953046	-0.594125833	-2.05845849
34.7025	1.194372993	0.218799245	-1.109432491
34.705	1.137209695	0.809183589	-0.685746116
34.7075	0.963211095	1.106942661	-0.73282851
34.71	0.732200905	1.146926993	-0.989735147
34.7125	0.541484002	1.06094915	-1.209010477
34.715	0.477690262	1.031385544	-1.310188066
34.7175	0.581327544	1.190967629	-1.369418585
34.72	0.833272575	1.509189529	-1.483951978
34.7225	1.159700882	1.754003768	-1.641302411
34.725	1.448108413	1.595636748	-1.70523344
34.7275	1.56999832	0.821621387	-1.52700533
34.73	1.40928993	-0.472381387	-1.086443831
34.7325	0.894346595	-1.868118132	-0.542549736
34.735	0.026877029	-2.832102664	-0.142528746
34.7375	-1.102786886	-3.026573006	-0.045671002
